"user_id","post_id","content","post_date"
"787","3011","I've been fired up","2023-08-27"
"77","3012","I'm feeling sympathetic","2023-08-27"
"520","3013","I'm feeling happy","2023-08-27"
"39","3014","I am joyful","2023-08-27"
"118","3015","I'm peaceful","2023-08-27"
"684","3016","I'm feeling dejected","2023-08-27"
"294","3017","I've been content","2023-08-27"
"858","3018","I am rejuvenated","2023-08-27"
"902","3019","I've gotten frustrated","2023-08-27"
"691","3020","I've been confident","2023-08-27"
"86","3021","I'm lazy","2023-08-27"
"812","3022","I am disappointed","2023-08-27"
"4","3023","I'm feeling determined","2023-08-27"
"12","3024","I feel curious","2023-08-27"
"23","3025","I've been frustrated","2023-08-27"
"480","3026","I'm euphoric","2023-08-27"
"38","3027","I'm impatient","2023-08-27"
"136","3028","I've gotten sad","2023-08-27"
"72","3029","I am sad","2023-08-27"
"262","3030","I am peaceful","2023-08-27"
"11","3031","I am pumped","2023-08-27"
"311","3032","I feel amused","2023-08-28"
"67","3033","I've been serene","2023-08-28"
"213","3034","I'm feeling pessimistic","2023-08-28"
"254","3035","I feel apprehensive","2023-08-28"
"47","3036","I'm feeling thrilled","2023-08-28"
"1002","3037","I am energetic","2023-08-28"
"337","3038","I've gotten confident","2023-08-28"
"86","3039","I've gotten relaxed","2023-08-28"
"238","3040","I'm feeling grateful","2023-08-28"
"223","3041","I've been happy","2023-08-28"
"105","3042","I'm feeling joyful","2023-08-28"
"66","3043","I'm feeling excited","2023-08-28"
"35","3044","I've gotten elated","2023-08-28"
"157","3045","I am dejected","2023-08-28"
"341","3046","I've been disappointed","2023-08-28"
"162","3047","I'm feeling worried","2023-08-28"
"475","3048","I'm inspired","2023-08-28"
"12","3049","I feel sad","2023-08-28"
"78","3050","I'm feeling astonished","2023-08-28"
"690","3051","I've gotten inspired","2023-08-28"
"23","3052","I feel inspired","2023-08-28"
"88","3053","I feel pumped","2023-08-28"
"978","3054","I've gotten energetic","2023-08-28"
"87","3055","I've been stressed","2023-08-28"
"83","3056","I've gotten relaxed","2023-08-28"
"298","3057","I feel dejected","2023-08-28"
"679","3058","I've gotten dejected","2023-08-28"
"263","3059","I'm elated","2023-08-28"
"10","3060","I've been disgusted","2023-08-28"
"386","3061","I'm feeling introspective","2023-08-28"
"144","3062","I am happy","2023-08-28"
"41","3063","I've gotten annoyed","2023-08-28"
"800","3064","I've gotten satisfied","2023-08-28"
"306","3065","I feel serene","2023-08-29"
"970","3066","I'm feeling dejected","2023-08-29"
"77","3067","I'm overwhelmed","2023-08-29"
"61","3068","I've gotten confident","2023-08-29"
"72","3069","I've gotten sympathetic","2023-08-29"
"356","3070","I am eager","2023-08-29"
"39","3071","I am inspired","2023-08-29"
"85","3072","I feel dejected","2023-08-29"
"88","3073","I've been euphoric","2023-08-29"
"37","3074","I feel calm","2023-08-29"
"349","3075","I'm feeling sad","2023-08-29"
"81","3076","I feel apprehensive","2023-08-29"
"8","3077","I am stressed","2023-08-29"
"1011","3078","I've gotten disappointed","2023-08-29"
"987","3079","I've been serene","2023-08-29"
"68","3080","I feel elated","2023-08-29"
"235","3081","I am curious","2023-08-29"
"238","3082","I am confident","2023-08-29"
"15","3083","I am curious","2023-08-29"
"873","3084","I've gotten happy","2023-08-29"
"629","3085","I feel apprehensive","2023-08-29"
"21","3086","I'm feeling optimistic","2023-08-29"
"350","3087","I'm tired","2023-08-29"
"89","3088","I've gotten sad","2023-08-29"
"825","3089","I've been amused","2023-08-29"
"2","3090","I've been elated","2023-08-29"
"20","3091","I feel lazy","2023-08-29"
"336","3092","I've been amused","2023-08-29"
"276","3093","I'm disillusioned","2023-08-29"
"603","3094","I've been curious","2023-08-29"
"68","3095","I'm optimistic","2023-08-29"
"43","3096","I've been satisfied","2023-08-29"
"177","3097","I've gotten relaxed","2023-08-29"
"37","3098","I've gotten nervous","2023-08-30"
"41","3099","I've gotten lonely","2023-08-30"
"839","3100","I'm feeling confident","2023-08-30"
"30","3101","I am lonely","2023-08-30"
"45","3102","I'm feeling hopeful","2023-08-30"
"41","3103","I've gotten happy","2023-08-30"
"636","3104","I am thrilled","2023-08-30"
"36","3105","I am optimistic","2023-08-30"
"44","3106","I've gotten euphoric","2023-08-30"
"44","3107","I'm eager","2023-08-30"
"253","3108","I'm feeling calm","2023-08-30"
"229","3109","I've been spontaneous","2023-08-30"
"392","3110","I'm euphoric","2023-08-30"
"141","3111","I've gotten sad","2023-08-30"
"285","3112","I've been impatient","2023-08-30"
"73","3113","I've been disillusioned","2023-08-30"
"41","3114","I feel worried","2023-08-30"
"85","3115","I've gotten euphoric","2023-08-30"
"164","3116","I've gotten disgusted","2023-08-30"
"1009","3117","I've been joyful","2023-08-30"
"88","3118","I've been joyful","2023-08-30"
"63","3119","I'm rejuvenated","2023-08-30"
"196","3120","I'm feeling inspired","2023-08-30"
"22","3121","I'm melancholic","2023-08-30"
"61","3122","I'm amused","2023-08-30"
"238","3123","I'm feeling calm","2023-08-30"
"89","3124","I feel bored","2023-08-30"
"382","3125","I'm determined","2023-08-30"
"918","3126","I feel apprehensive","2023-08-30"
"4","3127","I'm energetic","2023-08-30"
"505","3128","I've been dejected","2023-08-30"
"865","3129","I'm feeling pumped","2023-08-30"
"2","3130","I've gotten sympathetic","2023-08-30"
"22","3131","I feel hopeful","2023-08-31"
"736","3132","I'm feeling restless","2023-08-31"
"1013","3133","I've gotten curious","2023-08-31"
"47","3134","I'm disappointed","2023-08-31"
"210","3135","I feel thrilled","2023-08-31"
"59","3136","I am curious","2023-08-31"
"85","3137","I've been frustrated","2023-08-31"
"774","3138","I am restless","2023-08-31"
"155","3139","I'm satisfied","2023-08-31"
"84","3140","I'm amused","2023-08-31"
"31","3141","I've gotten melancholic","2023-08-31"
"67","3142","I'm serene","2023-08-31"
"150","3143","I feel serene","2023-08-31"
"74","3144","I am pessimistic","2023-08-31"
"319","3145","I feel melancholic","2023-08-31"
"880","3146","I'm pessimistic","2023-08-31"
"792","3147","I've gotten serene","2023-08-31"
"35","3148","I've been annoyed","2023-08-31"
"41","3149","I've gotten introspective","2023-08-31"
"412","3150","I've gotten introspective","2023-08-31"
"47","3151","I feel excited","2023-08-31"
"109","3152","I've gotten energetic","2023-08-31"
"157","3153","I feel determined","2023-08-31"
"65","3154","I am angry","2023-08-31"
"775","3155","I'm feeling spontaneous","2023-08-31"
"4","3156","I'm sympathetic","2023-08-31"
"677","3157","I'm feeling worried","2023-08-31"
"160","3158","I've gotten stressed","2023-08-31"
"26","3159","I feel pumped","2023-08-31"
"167","3160","I feel determined","2023-08-31"
"250","3161","I'm disgusted","2023-08-31"
"35","3162","I'm feeling tired","2023-08-31"
"122","3163","I'm feeling astonished","2023-08-31"
"791","3164","I feel satisfied","2023-08-31"
"187","3165","I'm pumped","2023-09-01"
"39","3166","I've gotten excited","2023-09-01"
"75","3167","I've been nervous","2023-09-01"
"11","3168","I've been sympathetic","2023-09-01"
"885","3169","I feel hopeful","2023-09-01"
"251","3170","I'm feeling peaceful","2023-09-01"
"294","3171","I've been energetic","2023-09-01"
"695","3172","I feel euphoric","2023-09-01"
"785","3173","I'm melancholic","2023-09-01"
"44","3174","I'm annoyed","2023-09-01"
"652","3175","I've been confident","2023-09-01"
"251","3176","I am thrilled","2023-09-01"
"36","3177","I'm feeling amused","2023-09-01"
"517","3178","I feel hopeful","2023-09-01"
"591","3179","I've gotten calm","2023-09-01"
"31","3180","I am content","2023-09-01"
"633","3181","I feel disappointed","2023-09-01"
"124","3182","I've gotten disillusioned","2023-09-01"
"16","3183","I've been thrilled","2023-09-01"
"34","3184","I feel lonely","2023-09-01"
"27","3185","I've been relaxed","2023-09-01"
"25","3186","I'm feeling hopeful","2023-09-01"
"199","3187","I've been rejuvenated","2023-09-01"
"680","3188","I've been sympathetic","2023-09-01"
"837","3189","I'm hopeful","2023-09-01"
"54","3190","I'm sad","2023-09-01"
"54","3191","I've been stressed","2023-09-01"
"55","3192","I've gotten disappointed","2023-09-01"
"8","3193","I've been happy","2023-09-01"
"822","3194","I am amused","2023-09-01"
"632","3195","I am introspective","2023-09-01"
"34","3196","I've gotten happy","2023-09-01"
"68","3197","I am itchy","2023-09-01"
"297","3198","I'm feeling dejected","2023-09-01"
"7","3199","I am spontaneous","2023-09-02"
"231","3200","I've gotten overwhelmed","2023-09-02"
"561","3201","I'm feeling grateful","2023-09-02"
"91","3202","I'm feeling energetic","2023-09-02"
"35","3203","I've gotten determined","2023-09-02"
"58","3204","I've gotten worried","2023-09-02"
"68","3205","I feel optimistic","2023-09-02"
"81","3206","I'm calm","2023-09-02"
"25","3207","I'm rejuvenated","2023-09-02"
"550","3208","I've gotten astonished","2023-09-02"
"73","3209","I feel dejected","2023-09-02"
"825","3210","I've gotten pessimistic","2023-09-02"
"1","3211","I've been astonished","2023-09-02"
"723","3212","I've been disillusioned","2023-09-02"
"85","3213","I'm feeling apprehensive","2023-09-02"
"856","3214","I'm satisfied","2023-09-02"
"89","3215","I'm apprehensive","2023-09-02"
"232","3216","I feel introspective","2023-09-02"
"19","3217","I feel tired","2023-09-02"
"27","3218","I've gotten pumped","2023-09-02"
"51","3219","I'm feeling apprehensive","2023-09-02"
"194","3220","I'm feeling introspective","2023-09-02"
"642","3221","I feel energetic","2023-09-02"
"793","3222","I've gotten energetic","2023-09-02"
"750","3223","I've been spontaneous","2023-09-02"
"73","3224","I feel worried","2023-09-02"
"16","3225","I've been peaceful","2023-09-02"
"83","3226","I am curious","2023-09-02"
"433","3227","I am disappointed","2023-09-02"
"91","3228","I've been satisfied","2023-09-02"
"815","3229","I'm determined","2023-09-02"
"339","3230","I've been curious","2023-09-02"
"25","3231","I've been annoyed","2023-09-02"
"719","3232","I feel stressed","2023-09-02"
"590","3233","I feel dejected","2023-09-03"
"266","3234","I am lonely","2023-09-03"
"88","3235","I'm thrilled","2023-09-03"
"793","3236","I'm elated","2023-09-03"
"53","3237","I feel stressed","2023-09-03"
"83","3238","I've gotten impatient","2023-09-03"
"66","3239","I've gotten serene","2023-09-03"
"910","3240","I am confident","2023-09-03"
"860","3241","I'm feeling annoyed","2023-09-03"
"153","3242","I'm feeling itchy","2023-09-03"
"128","3243","I feel overwhelmed","2023-09-03"
"70","3244","I feel annoyed","2023-09-03"
"396","3245","I've gotten euphoric","2023-09-03"
"20","3246","I've been bored","2023-09-03"
"56","3247","I've gotten thrilled","2023-09-03"
"85","3248","I've gotten annoyed","2023-09-03"
"543","3249","I am sympathetic","2023-09-03"
"81","3250","I'm feeling energetic","2023-09-03"
"80","3251","I am relaxed","2023-09-03"
"33","3252","I'm feeling inspired","2023-09-03"
"87","3253","I'm feeling determined","2023-09-03"
"90","3254","I am spontaneous","2023-09-03"
"1007","3255","I'm fired up","2023-09-03"
"60","3256","I've gotten optimistic","2023-09-03"
"231","3257","I'm angry","2023-09-03"
"33","3258","I feel bored","2023-09-03"
"299","3259","I've gotten peaceful","2023-09-03"
"62","3260","I've gotten grateful","2023-09-03"
"89","3261","I'm calm","2023-09-03"
"15","3262","I am itchy","2023-09-03"
"24","3263","I've been spontaneous","2023-09-03"
"68","3264","I'm feeling relaxed","2023-09-03"
"136","3265","I feel happy","2023-09-03"
"61","3266","I am impatient","2023-09-03"
"967","3267","I've been curious","2023-09-03"
"258","3268","I feel stressed","2023-09-04"
"54","3269","I'm lonely","2023-09-04"
"432","3270","I'm feeling disappointed","2023-09-04"
"291","3271","I've been inspired","2023-09-04"
"659","3272","I feel thrilled","2023-09-04"
"36","3273","I'm feeling determined","2023-09-04"
"57","3274","I am rejuvenated","2023-09-04"
"114","3275","I've gotten lazy","2023-09-04"
"42","3276","I feel lonely","2023-09-04"
"77","3277","I've gotten lonely","2023-09-04"
"37","3278","I'm feeling excited","2023-09-04"
"157","3279","I am peaceful","2023-09-04"
"55","3280","I feel serene","2023-09-04"
"246","3281","I'm feeling confident","2023-09-04"
"76","3282","I've been annoyed","2023-09-04"
"225","3283","I feel impatient","2023-09-04"
"779","3284","I've been relaxed","2023-09-04"
"47","3285","I feel confident","2023-09-04"
"216","3286","I've been disgusted","2023-09-04"
"698","3287","I feel hopeful","2023-09-04"
"118","3288","I feel satisfied","2023-09-04"
"270","3289","I'm feeling disillusioned","2023-09-04"
"55","3290","I've been serene","2023-09-04"
"837","3291","I'm serene","2023-09-04"
"448","3292","I've gotten disgusted","2023-09-04"
"79","3293","I've gotten grateful","2023-09-04"
"95","3294","I feel disillusioned","2023-09-04"
"26","3295","I'm feeling fired up","2023-09-04"
"24","3296","I've been sad","2023-09-04"
"74","3297","I've gotten determined","2023-09-04"
"297","3298","I've gotten euphoric","2023-09-04"
"61","3299","I feel calm","2023-09-04"
"118","3300","I am sad","2023-09-04"
"70","3301","I feel curious","2023-09-04"
"41","3302","I am elated","2023-09-04"
"307","3303","I'm confident","2023-09-05"
"83","3304","I'm rejuvenated","2023-09-05"
"134","3305","I am melancholic","2023-09-05"
"238","3306","I'm energetic","2023-09-05"
"86","3307","I've been energetic","2023-09-05"
"160","3308","I've been lazy","2023-09-05"
"107","3309","I'm feeling worried","2023-09-05"
"267","3310","I'm annoyed","2023-09-05"
"37","3311","I'm itchy","2023-09-05"
"226","3312","I feel serene","2023-09-05"
"926","3313","I am joyful","2023-09-05"
"83","3314","I feel rejuvenated","2023-09-05"
"20","3315","I am pumped","2023-09-05"
"12","3316","I'm feeling inspired","2023-09-05"
"256","3317","I feel melancholic","2023-09-05"
"292","3318","I've been energetic","2023-09-05"
"132","3319","I've been apprehensive","2023-09-05"
"23","3320","I am stressed","2023-09-05"
"46","3321","I feel satisfied","2023-09-05"
"65","3322","I'm feeling itchy","2023-09-05"
"995","3323","I am serene","2023-09-05"
"25","3324","I've gotten disgusted","2023-09-05"
"195","3325","I'm stressed","2023-09-05"
"29","3326","I'm pumped","2023-09-05"
"627","3327","I'm annoyed","2023-09-05"
"652","3328","I am rejuvenated","2023-09-05"
"63","3329","I am nervous","2023-09-05"
"645","3330","I'm feeling serene","2023-09-05"
"324","3331","I'm feeling happy","2023-09-05"
"69","3332","I'm dejected","2023-09-05"
"13","3333","I am apprehensive","2023-09-05"
"27","3334","I'm peaceful","2023-09-05"
"39","3335","I am serene","2023-09-05"
"324","3336","I'm feeling confident","2023-09-05"
"12","3337","I've gotten astonished","2023-09-05"
"81","3338","I feel serene","2023-09-06"
"180","3339","I'm calm","2023-09-06"
"34","3340","I'm optimistic","2023-09-06"
"28","3341","I am confident","2023-09-06"
"339","3342","I'm happy","2023-09-06"
"80","3343","I'm feeling euphoric","2023-09-06"
"841","3344","I feel curious","2023-09-06"
"1011","3345","I'm happy","2023-09-06"
"171","3346","I am relaxed","2023-09-06"
"15","3347","I'm feeling pumped","2023-09-06"
"73","3348","I am hopeful","2023-09-06"
"28","3349","I feel stressed","2023-09-06"
"836","3350","I've gotten angry","2023-09-06"
"14","3351","I'm feeling apprehensive","2023-09-06"
"74","3352","I feel eager","2023-09-06"
"167","3353","I feel disillusioned","2023-09-06"
"791","3354","I've been bored","2023-09-06"
"938","3355","I feel pessimistic","2023-09-06"
"939","3356","I've gotten bored","2023-09-06"
"189","3357","I've been grateful","2023-09-06"
"9","3358","I am restless","2023-09-06"
"344","3359","I'm thrilled","2023-09-06"
"206","3360","I've been fired up","2023-09-06"
"989","3361","I feel disappointed","2023-09-06"
"384","3362","I've been satisfied","2023-09-06"
"404","3363","I've gotten amused","2023-09-06"
"26","3364","I've gotten inspired","2023-09-06"
"11","3365","I've been apprehensive","2023-09-06"
"883","3366","I feel fired up","2023-09-06"
"28","3367","I'm serene","2023-09-06"
"17","3368","I've gotten curious","2023-09-06"
"185","3369","I'm feeling calm","2023-09-06"
"192","3370","I've been determined","2023-09-06"
"235","3371","I'm confident","2023-09-06"
"88","3372","I feel disappointed","2023-09-06"
"91","3373","I'm disillusioned","2023-09-06"
"80","3374","I've gotten dejected","2023-09-07"
"291","3375","I'm elated","2023-09-07"
"422","3376","I feel confident","2023-09-07"
"186","3377","I'm tired","2023-09-07"
"22","3378","I'm hopeful","2023-09-07"
"52","3379","I feel happy","2023-09-07"
"75","3380","I've been lonely","2023-09-07"
"17","3381","I feel peaceful","2023-09-07"
"89","3382","I've been frustrated","2023-09-07"
"25","3383","I'm bored","2023-09-07"
"60","3384","I'm energetic","2023-09-07"
"248","3385","I've been confident","2023-09-07"
"91","3386","I've gotten determined","2023-09-07"
"194","3387","I'm angry","2023-09-07"
"7","3388","I've been determined","2023-09-07"
"72","3389","I've gotten serene","2023-09-07"
"10","3390","I am optimistic","2023-09-07"
"145","3391","I feel amused","2023-09-07"
"514","3392","I feel impatient","2023-09-07"
"123","3393","I'm disillusioned","2023-09-07"
"2","3394","I am tired","2023-09-07"
"882","3395","I feel inspired","2023-09-07"
"22","3396","I'm feeling thrilled","2023-09-07"
"897","3397","I'm apprehensive","2023-09-07"
"15","3398","I've been excited","2023-09-07"
"897","3399","I've been relaxed","2023-09-07"
"676","3400","I am bored","2023-09-07"
"948","3401","I'm pumped","2023-09-07"
"4","3402","I feel fired up","2023-09-07"
"25","3403","I'm happy","2023-09-07"
"73","3404","I'm energetic","2023-09-07"
"740","3405","I'm worried","2023-09-07"
"195","3406","I've gotten energetic","2023-09-07"
"27","3407","I've been sympathetic","2023-09-07"
"45","3408","I'm feeling determined","2023-09-07"
"828","3409","I've been elated","2023-09-07"
"15","3410","I've gotten itchy","2023-09-08"
"77","3411","I'm feeling disappointed","2023-09-08"
"25","3412","I've gotten energetic","2023-09-08"
"65","3413","I've been annoyed","2023-09-08"
"52","3414","I've been relaxed","2023-09-08"
"656","3415","I've gotten frustrated","2023-09-08"
"68","3416","I am peaceful","2023-09-08"
"859","3417","I feel inspired","2023-09-08"
"180","3418","I'm feeling worried","2023-09-08"
"224","3419","I've been thrilled","2023-09-08"
"993","3420","I'm lonely","2023-09-08"
"877","3421","I've been pessimistic","2023-09-08"
"91","3422","I'm nervous","2023-09-08"
"808","3423","I feel overwhelmed","2023-09-08"
"635","3424","I'm feeling bored","2023-09-08"
"81","3425","I'm introspective","2023-09-08"
"745","3426","I feel disgusted","2023-09-08"
"255","3427","I've gotten tired","2023-09-08"
"89","3428","I've been angry","2023-09-08"
"162","3429","I've gotten thrilled","2023-09-08"
"73","3430","I've been dejected","2023-09-08"
"185","3431","I'm hopeful","2023-09-08"
"80","3432","I've been pumped","2023-09-08"
"656","3433","I feel astonished","2023-09-08"
"84","3434","I am calm","2023-09-08"
"54","3435","I'm feeling determined","2023-09-08"
"64","3436","I'm relaxed","2023-09-08"
"557","3437","I am tired","2023-09-08"
"724","3438","I'm feeling confident","2023-09-08"
"74","3439","I feel astonished","2023-09-08"
"193","3440","I've been sad","2023-09-08"
"811","3441","I've gotten fired up","2023-09-08"
"443","3442","I'm happy","2023-09-08"
"4","3443","I've been energetic","2023-09-08"
"593","3444","I'm lazy","2023-09-08"
"137","3445","I feel overwhelmed","2023-09-08"
"60","3446","I feel disillusioned","2023-09-09"
"64","3447","I've been worried","2023-09-09"
"40","3448","I'm optimistic","2023-09-09"
"76","3449","I'm feeling impatient","2023-09-09"
"76","3450","I'm feeling energetic","2023-09-09"
"285","3451","I feel apprehensive","2023-09-09"
"43","3452","I've been energetic","2023-09-09"
"928","3453","I've been content","2023-09-09"
"212","3454","I'm impatient","2023-09-09"
"56","3455","I've been frustrated","2023-09-09"
"947","3456","I've gotten relaxed","2023-09-09"
"449","3457","I feel lazy","2023-09-09"
"27","3458","I've been optimistic","2023-09-09"
"656","3459","I've been impatient","2023-09-09"
"901","3460","I'm feeling eager","2023-09-09"
"713","3461","I feel disgusted","2023-09-09"
"74","3462","I feel relaxed","2023-09-09"
"54","3463","I'm amused","2023-09-09"
"114","3464","I've gotten stressed","2023-09-09"
"509","3465","I've gotten grateful","2023-09-09"
"237","3466","I've been sympathetic","2023-09-09"
"716","3467","I've gotten calm","2023-09-09"
"994","3468","I'm joyful","2023-09-09"
"140","3469","I've been sad","2023-09-09"
"373","3470","I feel happy","2023-09-09"
"922","3471","I've been curious","2023-09-09"
"85","3472","I'm feeling energetic","2023-09-09"
"184","3473","I'm feeling stressed","2023-09-09"
"584","3474","I am curious","2023-09-09"
"46","3475","I've gotten pessimistic","2023-09-09"
"747","3476","I've gotten stressed","2023-09-09"
"29","3477","I've gotten relaxed","2023-09-09"
"29","3478","I am calm","2023-09-09"
"280","3479","I am stressed","2023-09-09"
"452","3480","I've been pumped","2023-09-09"
"108","3481","I am angry","2023-09-09"
"21","3482","I've gotten elated","2023-09-09"
"568","3483","I'm feeling apprehensive","2023-09-10"
"961","3484","I've gotten worried","2023-09-10"
"412","3485","I am serene","2023-09-10"
"72","3486","I've been energetic","2023-09-10"
"68","3487","I've gotten lonely","2023-09-10"
"76","3488","I'm feeling grateful","2023-09-10"
"54","3489","I'm amused","2023-09-10"
"541","3490","I feel apprehensive","2023-09-10"
"69","3491","I'm feeling dejected","2023-09-10"
"68","3492","I'm hopeful","2023-09-10"
"76","3493","I'm optimistic","2023-09-10"
"56","3494","I am disgusted","2023-09-10"
"12","3495","I've gotten sympathetic","2023-09-10"
"238","3496","I feel hopeful","2023-09-10"
"584","3497","I feel worried","2023-09-10"
"80","3498","I'm feeling hopeful","2023-09-10"
"91","3499","I'm nervous","2023-09-10"
"163","3500","I am worried","2023-09-10"
"86","3501","I've gotten disgusted","2023-09-10"
"130","3502","I've gotten inspired","2023-09-10"
"73","3503","I've gotten hopeful","2023-09-10"
"39","3504","I'm restless","2023-09-10"
"816","3505","I'm feeling sympathetic","2023-09-10"
"174","3506","I've gotten confident","2023-09-10"
"864","3507","I've gotten joyful","2023-09-10"
"68","3508","I'm impatient","2023-09-10"
"82","3509","I'm stressed","2023-09-10"
"66","3510","I feel elated","2023-09-10"
"59","3511","I've been pumped","2023-09-10"
"182","3512","I am melancholic","2023-09-10"
"23","3513","I've been confident","2023-09-10"
"6","3514","I am introspective","2023-09-10"
"46","3515","I'm curious","2023-09-10"
"15","3516","I am lonely","2023-09-10"
"823","3517","I'm disillusioned","2023-09-10"
"39","3518","I am amused","2023-09-10"
"40","3519","I feel nervous","2023-09-10"
"84","3520","I feel astonished","2023-09-11"
"557","3521","I'm annoyed","2023-09-11"
"473","3522","I've gotten hopeful","2023-09-11"
"7","3523","I'm feeling curious","2023-09-11"
"741","3524","I'm feeling curious","2023-09-11"
"42","3525","I'm feeling determined","2023-09-11"
"40","3526","I'm itchy","2023-09-11"
"59","3527","I'm relaxed","2023-09-11"
"368","3528","I'm feeling elated","2023-09-11"
"79","3529","I've gotten inspired","2023-09-11"
"809","3530","I feel stressed","2023-09-11"
"73","3531","I've gotten eager","2023-09-11"
"55","3532","I've gotten introspective","2023-09-11"
"838","3533","I feel pumped","2023-09-11"
"103","3534","I've been pessimistic","2023-09-11"
"16","3535","I've been itchy","2023-09-11"
"977","3536","I've gotten euphoric","2023-09-11"
"24","3537","I'm feeling frustrated","2023-09-11"
"389","3538","I've been dejected","2023-09-11"
"919","3539","I feel energetic","2023-09-11"
"55","3540","I've been satisfied","2023-09-11"
"901","3541","I've been serene","2023-09-11"
"30","3542","I'm feeling energetic","2023-09-11"
"25","3543","I feel itchy","2023-09-11"
"62","3544","I'm feeling astonished","2023-09-11"
"967","3545","I'm lonely","2023-09-11"
"212","3546","I feel serene","2023-09-11"
"75","3547","I'm feeling melancholic","2023-09-11"
"12","3548","I'm feeling impatient","2023-09-11"
"121","3549","I feel inspired","2023-09-11"
"38","3550","I'm feeling worried","2023-09-11"
"28","3551","I'm frustrated","2023-09-11"
"35","3552","I've gotten confident","2023-09-11"
"223","3553","I've been satisfied","2023-09-11"
"806","3554","I'm feeling amused","2023-09-11"
"69","3555","I've been happy","2023-09-11"
"38","3556","I've been bored","2023-09-11"
"141","3557","I feel lazy","2023-09-11"
"182","3558","I feel frustrated","2023-09-12"
"69","3559","I've been confident","2023-09-12"
"90","3560","I am grateful","2023-09-12"
"305","3561","I'm feeling curious","2023-09-12"
"598","3562","I'm introspective","2023-09-12"
"19","3563","I feel grateful","2023-09-12"
"274","3564","I've gotten curious","2023-09-12"
"61","3565","I'm dejected","2023-09-12"
"2","3566","I've gotten curious","2023-09-12"
"32","3567","I feel relaxed","2023-09-12"
"84","3568","I've gotten sad","2023-09-12"
"44","3569","I've gotten joyful","2023-09-12"
"167","3570","I am pumped","2023-09-12"
"243","3571","I've been joyful","2023-09-12"
"696","3572","I'm feeling nervous","2023-09-12"
"818","3573","I'm feeling euphoric","2023-09-12"
"966","3574","I'm feeling euphoric","2023-09-12"
"54","3575","I'm feeling overwhelmed","2023-09-12"
"98","3576","I've been itchy","2023-09-12"
"51","3577","I am disappointed","2023-09-12"
"70","3578","I've been relaxed","2023-09-12"
"904","3579","I'm worried","2023-09-12"
"152","3580","I've gotten rejuvenated","2023-09-12"
"841","3581","I am overwhelmed","2023-09-12"
"67","3582","I am apprehensive","2023-09-12"
"1","3583","I've gotten restless","2023-09-12"
"80","3584","I feel relaxed","2023-09-12"
"3","3585","I feel itchy","2023-09-12"
"289","3586","I've been disillusioned","2023-09-12"
"62","3587","I am determined","2023-09-12"
"76","3588","I'm sympathetic","2023-09-12"
"233","3589","I'm grateful","2023-09-12"
"306","3590","I'm calm","2023-09-12"
"114","3591","I'm disgusted","2023-09-12"
"71","3592","I am dejected","2023-09-12"
"221","3593","I'm restless","2023-09-12"
"950","3594","I'm feeling tired","2023-09-12"
"119","3595","I've been overwhelmed","2023-09-12"
"24","3596","I am hopeful","2023-09-13"
"40","3597","I'm restless","2023-09-13"
"737","3598","I've gotten bored","2023-09-13"
"863","3599","I'm joyful","2023-09-13"
"68","3600","I'm feeling astonished","2023-09-13"
"37","3601","I've gotten elated","2023-09-13"
"992","3602","I'm restless","2023-09-13"
"738","3603","I'm feeling energetic","2023-09-13"
"28","3604","I feel content","2023-09-13"
"785","3605","I've gotten excited","2023-09-13"
"49","3606","I've gotten happy","2023-09-13"
"637","3607","I've gotten impatient","2023-09-13"
"433","3608","I feel relaxed","2023-09-13"
"58","3609","I am astonished","2023-09-13"
"67","3610","I'm feeling apprehensive","2023-09-13"
"903","3611","I'm feeling amused","2023-09-13"
"39","3612","I am angry","2023-09-13"
"51","3613","I feel fired up","2023-09-13"
"31","3614","I'm feeling dejected","2023-09-13"
"3","3615","I am melancholic","2023-09-13"
"149","3616","I've been energetic","2023-09-13"
"738","3617","I'm curious","2023-09-13"
"60","3618","I feel worried","2023-09-13"
"842","3619","I feel sympathetic","2023-09-13"
"1","3620","I'm feeling sympathetic","2023-09-13"
"30","3621","I've gotten optimistic","2023-09-13"
"57","3622","I'm feeling euphoric","2023-09-13"
"940","3623","I've gotten apprehensive","2023-09-13"
"36","3624","I'm feeling elated","2023-09-13"
"60","3625","I'm energetic","2023-09-13"
"63","3626","I've gotten introspective","2023-09-13"
"256","3627","I feel relaxed","2023-09-13"
"64","3628","I'm confident","2023-09-13"
"292","3629","I am pumped","2023-09-13"
"56","3630","I'm impatient","2023-09-13"
"36","3631","I am disgusted","2023-09-13"
"814","3632","I feel sad","2023-09-13"
"616","3633","I'm feeling content","2023-09-13"
"73","3634","I am stressed","2023-09-14"
"559","3635","I feel tired","2023-09-14"
"899","3636","I'm feeling apprehensive","2023-09-14"
"74","3637","I'm feeling calm","2023-09-14"
"192","3638","I've gotten itchy","2023-09-14"
"64","3639","I'm amused","2023-09-14"
"72","3640","I've gotten happy","2023-09-14"
"29","3641","I am lazy","2023-09-14"
"845","3642","I am grateful","2023-09-14"
"64","3643","I've been thrilled","2023-09-14"
"209","3644","I've been elated","2023-09-14"
"18","3645","I am disgusted","2023-09-14"
"234","3646","I'm hopeful","2023-09-14"
"13","3647","I've gotten astonished","2023-09-14"
"5","3648","I've been rejuvenated","2023-09-14"
"360","3649","I feel bored","2023-09-14"
